ManualSearchID,ManualSearchUnitID,SourceOrdinal,InventorySourceID,MetadataSourceID,TitleRaw,TitleNormalized,AuthorsRaw,AuthorsNormalized,DOIRaw,DOINormalized,VenueRaw,VenueNormalized,YearRaw,YearNormalized,VolumeTrackIssue,PublisherRecordURL,MetadataSourceURL,Publisher,PublisherAddress,ISBN,Pages,NumPages,PublicationLocation,Series,AbstractRaw,AbstractAvailability,AbstractSourceURL,AuthorKeywordsRaw,AuthorKeywordsAvailability,FullTextURL,RetrievedAt,NormalizedAt,InventoryConflict,CrossrefSnapshotPath,PDFStatus,PDFSHA256,Notes
MS-MODELSWARD-2022-0025,MSU-MODELSWARD-2022,25,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Model-based Generation of Hazard-driven Arguments and Formal Verification Evidence for Assurance Cases,Model-based Generation of Hazard-driven Arguments and Formal Verification Evidence for Assurance Cases,Fang Yan; Simon Foster; Ibrahim Habli; Ran Wei,Fang Yan; Simon Foster; Ibrahim Habli; Ran Wei,10.5220/0010847300003119,10.5220/0010847300003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=BbOa61kQkTQ=&t=1,,SciTePress,,978-989-758-550-0,252-263,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0026,MSU-MODELSWARD-2022,26,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Model-driven Engineering and Simulation of Industrial Robots with ROS,Model-driven Engineering and Simulation of Industrial Robots with ROS,Niels Hoppe; Jan Hoffschulte,Niels Hoppe; Jan Hoffschulte,10.5220/0010883600003119,10.5220/0010883600003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=6WjOvAvsel8=&t=1,,SciTePress,,978-989-758-550-0,264-270,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0027,MSU-MODELSWARD-2022,27,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Approach to Reference Models for Building Performance Simulation,Approach to Reference Models for Building Performance Simulation,Sahil-Jai Arora; Clara Ceccolini; Markus Rabe,Sahil-Jai Arora; Clara Ceccolini; Markus Rabe,10.5220/0010888800003119,10.5220/0010888800003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=/vZN4RV/W9M=&t=1,,SciTePress,,978-989-758-550-0,271-278,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0028,MSU-MODELSWARD-2022,28,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Automated Curation of Variational Data in NoSQL Databases through Metric-driven Self-adaptive Migration Strategies,Automated Curation of Variational Data in NoSQL Databases through Metric-driven Self-adaptive Migration Strategies,Andrea Hillenbrand; Uta Störl,Andrea Hillenbrand; Uta Störl,10.5220/0010891300003119,10.5220/0010891300003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=qdB3RnzKtEU=&t=1,,SciTePress,,978-989-758-550-0,279-286,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0029,MSU-MODELSWARD-2022,29,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Towards a Goal-oriented Method for Software Solutions Prioritization,Towards a Goal-oriented Method for Software Solutions Prioritization,Prisca Petelo; Abderrahmane Leshob; Benzarti Imen; Hafedh Mili,Prisca Petelo; Abderrahmane Leshob; Benzarti Imen; Hafedh Mili,10.5220/0010891500003119,10.5220/0010891500003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=cg+RPwzhWXw=&t=1,,SciTePress,,978-989-758-550-0,287-293,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0030,MSU-MODELSWARD-2022,30,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Automatic Code Generation for a Seamless Low-cost Development Platform,Automatic Code Generation for a Seamless Low-cost Development Platform,Sven Jacobitz; Xiaobo Liu-Henke,Sven Jacobitz; Xiaobo Liu-Henke,10.5220/0010894300003119,10.5220/0010894300003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=XU63VFdAGaw=&t=1,,SciTePress,,978-989-758-550-0,294-301,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0031,MSU-MODELSWARD-2022,31,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Historical Knowledge Modelling and Analysis through Ontologies and Timeline Extraction Operators: Application to Computing Heritage,Historical Knowledge Modelling and Analysis through Ontologies and Timeline Extraction Operators: Application to Computing Heritage,Christophe Ponsard; Aurélien Masson; Ward Desmet,Christophe Ponsard; Aurélien Masson; Ward Desmet,10.5220/0010900400003119,10.5220/0010900400003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=Q7ff7z+T03Y=&t=1,,SciTePress,,978-989-758-550-0,302-309,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0032,MSU-MODELSWARD-2022,32,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Scenario-assisted Deep Reinforcement Learning,Scenario-assisted Deep Reinforcement Learning,Raz Yerushalmi; Guy Amir; Achiya Elyasaf; David Harel; Guy Katz; Assaf Marron,Raz Yerushalmi; Guy Amir; Achiya Elyasaf; David Harel; Guy Katz; Assaf Marron,10.5220/0010904700003119,10.5220/0010904700003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=fVN91anCpPs=&t=1,,SciTePress,,978-989-758-550-0,310-319,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0033,MSU-MODELSWARD-2022,33,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Towards a Lightweight Model-driven Smart-city Digital Twin,Towards a Lightweight Model-driven Smart-city Digital Twin,Jean-Sébastien Sottet; Pierre Brimont; Christophe Feltus; Benjamin Gateau; Jean-Francois Merche,Jean-Sébastien Sottet; Pierre Brimont; Christophe Feltus; Benjamin Gateau; Jean-Francois Merche,10.5220/0010906100003119,10.5220/0010906100003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=6qjpM87Rn1M=&t=1,,SciTePress,,978-989-758-550-0,320-327,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0034,MSU-MODELSWARD-2022,34,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,"SHORE: A Model-driven Approach That Combines Goal, Semantic and Variability Models for Smart HOme self-REconfiguration","SHORE: A Model-driven Approach That Combines Goal, Semantic and Variability Models for Smart HOme self-REconfiguration",Denisse Muñante; Bruno Traverson; Sophie Chabridon; Amel Bouzeghoub,Denisse Muñante; Bruno Traverson; Sophie Chabridon; Amel Bouzeghoub,10.5220/0010907300003119,10.5220/0010907300003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=TZ9txog5Lig=&t=1,,SciTePress,,978-989-758-550-0,328-335,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0035,MSU-MODELSWARD-2022,35,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Towards Model-driven Fuzzification of Adaptive Systems Specification,Towards Model-driven Fuzzification of Adaptive Systems Specification,Tomáš Bureš; Petr Hnětynka; Martin Kruliš; Jan Pacovský,Tomáš Bureš; Petr Hnětynka; Martin Kruliš; Jan Pacovský,10.5220/0010910800003119,10.5220/0010910800003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=HSkUApPJkCE=&t=1,,SciTePress,,978-989-758-550-0,336-343,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0036,MSU-MODELSWARD-2022,36,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Classification Scheme for the Concrete Syntax of Graph-like Modeling Languages for Layout Algorithm Reuse,Classification Scheme for the Concrete Syntax of Graph-like Modeling Languages for Layout Algorithm Reuse,Gregor Wrobel; Robert Scheffler,Gregor Wrobel; Robert Scheffler,10.5220/0010913400003119,10.5220/0010913400003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=hy2muapEKEk=&t=1,,SciTePress,,978-989-758-550-0,344-351,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0037,MSU-MODELSWARD-2022,37,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Towards Model Transformation with Structural Level-spanning Patterns,Towards Model Transformation with Structural Level-spanning Patterns,Sándor Bácsi; Gergely Mezei,Sándor Bácsi; Gergely Mezei,10.5220/0010918800003119,10.5220/0010918800003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=WqLYxa9nEm8=&t=1,,SciTePress,,978-989-758-550-0,352-357,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0038,MSU-MODELSWARD-2022,38,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,The Challenges of Defining and Parsing Multi-Layer DMLA Models,The Challenges of Defining and Parsing Multi-Layer DMLA Models,Norbert Somogyi; Gergely Mezei,Norbert Somogyi; Gergely Mezei,10.5220/0010918900003119,10.5220/0010918900003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=nk59S2p0RKk=&t=1,,SciTePress,,978-989-758-550-0,358-363,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0039,MSU-MODELSWARD-2022,39,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Value Creation Patterns for Industry-relevant Model-based Cyber-Physical Systems,Value Creation Patterns for Industry-relevant Model-based Cyber-Physical Systems,Nicolas C. Egger; Emanuele Laurenzi,Nicolas C. Egger; Emanuele Laurenzi,10.5220/0010984400003119,10.5220/0010984400003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=mACbBbgVWdQ=&t=1,,SciTePress,,978-989-758-550-0,364-370,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0040,MSU-MODELSWARD-2022,40,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,UgameFeature: Automatic Code Generation for Unity Game Projects,UgameFeature: Automatic Code Generation for Unity Game Projects,Joshua Kritz; Mart de Roos; Luís Ferreira Pires; João Luiz Rebelo Moreira; Giancarlo Guizzardi,Joshua Kritz; Mart de Roos; Luís Ferreira Pires; João Luiz Rebelo Moreira; Giancarlo Guizzardi,10.5220/0010990000003119,10.5220/0010990000003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=LciJfAzQOs4=&t=1,,SciTePress,,978-989-758-550-0,371-378,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0041,MSU-MODELSWARD-2022,41,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Platform-independent Specifications for Robotic Process Automation Applications,Platform-independent Specifications for Robotic Process Automation Applications,Carlos Jorge Martelo Correia; Alberto Rodrigues da Silva,Carlos Jorge Martelo Correia; Alberto Rodrigues da Silva,10.5220/0010991200003119,10.5220/0010991200003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=+70zVEHeYPo=&t=1,,SciTePress,,978-989-758-550-0,379-386,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0042,MSU-MODELSWARD-2022,42,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,Model to Hardware: System-level Modeling for Wearable Devices,Model to Hardware: System-level Modeling for Wearable Devices,Daniela Genius; Roselyne Chotin,Daniela Genius; Roselyne Chotin,10.5220/0011005400003119,10.5220/0011005400003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=3c/XzPIEYN4=&t=1,,SciTePress,,978-989-758-550-0,387-394,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
MS-MODELSWARD-2022-0043,MSU-MODELSWARD-2022,43,SRC-MODELSWARD-2022-SCITEPRESS-TOC-HUMAN-20260815,SRC-MODELSWARD-2022-SCITEPRESS-BIBTEX-HUMAN-20260815,AI-guided Model-Driven Embedded Software Engineering,AI-guided Model-Driven Embedded Software Engineering,Padma Iyenghar; Friedrich Otte; Elke Pulvermueller,Padma Iyenghar; Friedrich Otte; Elke Pulvermueller,10.5220/0011006200003119,10.5220/0011006200003119,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,Proceedings of the 10th International Conference on Model-Driven Engineering and Software Development - MODELSWARD,2022,2022,978-989-758-550-0,https://www.scitepress.org/PublicationsDetail.aspx?ID=rk+JrTCc0UE=&t=1,,SciTePress,,978-989-758-550-0,395-404,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,NOT_REPORTED_BY_SOURCE,,2026-08-14T21:33:44Z,2026-08-15T00:56:22Z,false,,,,Matched to publisher BibTeX by publisher DOI exact match. Discovery was not executed.
